id,smiles,notes,params_json
CHEMBL4443150,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)CC[C@H](NC(=O)CCCCCCCCCCCCCCCCCCC(=O)O)C(=O)O)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,,
CHEMBL184752,CCCN(c1ccccc1)c1cc(C)nc2c(-c3cnc(N(C)C)cc3C)c(C)nn12,,
CHEMBL184593,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1cccc(C(=O)O)c1)Cc1ccccc1.O=C(O)C(F)(F)F,,
CHEMBL184595,NS(=O)(=O)c1ccccc1-c1ccc(C(=O)NC(CC(=O)Nc2ccc(Br)cn2)C(=O)N2CCNCC2)cc1,,
CHEMBL185475,O=C(Nc1ccc(N/C(S)=N/Cc2ccccc2)cc1)c1ccccc1F,,
CHEMBL185477,O=C(Nc1ccccc1)Nc1ccc(-c2cccc3c2CNC3=O)cc1,,
CHEMBL185316,CNCC[C@@H](Oc1c(F)ccc2sccc12)c1ccccc1,,
CHEMBL185318,NCCCCCN1C(Nc2ccc(-c3ccccc3)cc2)=Nc2ccccc2C1CC(=O)NCc1ccccc1,,
CHEMBL186610,N[C@@H](CC(=O)N1CCOC[C@H]1Cc1ccccc1)Cc1ccccc1F,,
CHEMBL186611,N[C@@H](CC(=O)N1CCCC[C@H]1Cc1ccccc1)Cc1ccccc1F,,
CHEMBL184833,CC1(C)C(=O)N(c2ccc(C#N)c(I)c2)C(=S)N1Cc1ccccc1,,
CHEMBL184683,CCCCCCCCCCCCCCCCCCNC(=O)CN1C(=O)C[S+]([O-])C1c1ccccc1,,
CHEMBL185638,Cc1cc(C)c(S(N)(=O)=O)c(C)c1-c1noc(C)c1-c1ccccc1,,
CHEMBL185482,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1cscn1)Cc1ccccc1F,,
CHEMBL4443311,O=C(N[C@@H](Cc1ccccc1)Cn1ccnc1)c1ccc(-c2ccccc2)cc1,,
CHEMBL4443312,COc1cc(OC)c(OC)cc1/C=C/COC(=O)/C=C/c1ccccc1C(F)(F)F,,
CHEMBL186691,CC(C)[C@H](NC(=O)CCC(=O)OCc1ccccc1)C(=O)NC(CC(=O)O)C(=O)CF,,
CHEMBL186613,NC(N)=NCCC[C@H](NC(=O)[C@@H](N)CC1CCCCC1)C(=O)OCc1ccccc1,,
CHEMBL184839,O=C(/C=C/c1ccccc1)Oc1cccc2ccccc12,,
CHEMBL184760,O=C(CN1C(=O)CSC1c1ccccc1)Nc1cccc2ccccc12,,
CHEMBL184765,NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)CCC(=O)Nc2ccc(Cl)cc2)cc1,,
CHEMBL184689,O=C(O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,
CHEMBL184607,C[C@H](Nc1cc(NCCOc2ccccc2)ccn1)c1ccccc1,,
CHEMBL184608,NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)CCC(=O)Nc2ccc(Br)cn2)cc1,,
CHEMBL184609,CCC(c1ccccc1)N1CCC(Oc2cccc3ccc(N)nc23)C1,,
CHEMBL184532,CC(C)CC(Cc1ccccc1Br)C(=O)NCC#N,,
CHEMBL185562,O=C1NC(=S)S/C1=C\c1ccccc1OCc1ccccc1,,
CHEMBL185496,O=C(NCc1ccccc1)N[C@@H](CCCCCCCc1ccc2c(n1)NCCC2)C(=O)O,,
CHEMBL184771,Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccc(CCC(=O)NCCCN3CCCC3=O)cc2)cc1,,
CHEMBL185725,CC(NCc1ccco1)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)CCN)CC1,,
CHEMBL185646,O=C(Nc1cccnc1)c1ccccc1Nc1ccnc(C(F)(F)F)c1,,
CHEMBL185648,CCCCN(CC)c1cc(C)nc2c1NC(=O)CN2c1ccccc1Br,,
CHEMBL185571,COc1cc(CC(=O)N2CCCC2C(=O)N2CCN(CC(=O)O)CC2)ccc1NC(=O)Nc1ccccc1C,,
CHEMBL186778,CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccccc2)o1)C(C)(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1,,
CHEMBL184932,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(O)c1nccs1)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL184777,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)OC)C(C)(C)c1ccccc1,,
CHEMBL185733,COc1cc2c(cc1OC)C(CC(c1ccccc1)c1ccccc1)N(C(=O)C1CCCCC1)CC2,,
CHEMBL185810,NC(N)=NCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1)C(=O)NCc1ccccc1,,
CHEMBL4443233,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)cc4F)c23)C1,,
CHEMBL186938,COC(=O)C(CCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)(c1ccccc1)c1ccccc1,,
CHEMBL185093,Cc1cc(Br)ccc1NC(=O)N[C@H]1COC(C)(C)O[C@H]1c1ccccc1,,
CHEMBL4443276,O=C(NCCc1c[nH]c2ccc(F)cc12)c1ccccc1O,,
CHEMBL4443279,Fc1ccccc1Oc1nc(Nc2ccc(-c3nnn[nH]3)cc2)ncc1Cl,,
CHEMBL184940,COc1cc(CN(CCc2ccccn2)C(=O)CCC(C)c2ccccc2)ccc1OCc1ccccc1,,
CHEMBL184857,CCC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,,
CHEMBL184778,Cc1ccccc1C(=O)Nc1ccc2nc(NC(=O)C3CCCCC3)sc2c1,,
CHEMBL184542,CC(Nc1ccccc1N)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)CCN)CC1,,
CHEMBL185816,C[S+]([O-])CC[C@H](NC(=O)[C@H]1O[C@@H](CNC(=O)[C@@H](N)CSSC(C)(C)C)CC[C@@H]1OCc1ccccc1)C(=O)O,,
CHEMBL185745,CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)[C@@H](O)CCC(=O)NC(C(N)=O)C(C)C,,
CHEMBL186941,COc1cc2c(cc1Br)CCN(C(C)=O)C2CC(c1ccccc1)c1ccccc1,,
CHEMBL187024,CN(C1=C(c2c[nH]c3ccccc23)C(=O)NC1=O)c1ccccc1,,
CHEMBL185336,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)N1CCCC[C@@H]1C(=O)OC)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL185177,C[C@H](Nc1nccc(-c2c(-c3ccc(F)cc3)c(=O)n3n2CC2(C3)OCCO2)n1)c1ccccc1,,
CHEMBL185265,Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2cccc(OCCCC(=O)NCCCC(=O)O)c2)cc1,,
CHEMBL184870,C=CCNC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,,
CHEMBL184623,CC(NCCN1CCCCC1)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)CCN)CC1,,
CHEMBL184624,N[C@@H](CC(=O)N1CCNCC1)Cc1ccccc1F,,
CHEMBL184626,CN(Cc1ccccc1)c1ccc(-c2cnc(N)nc2)cc1[N+](=O)[O-],,
CHEMBL184549,CC(C)(COC(=O)c1ccccc1O)CC1=C(O)C(=O)c2ccccc2C1=O,,
CHEMBL184552,O=C(O)c1ccccc1N1C(=O)/C(=C/c2ccccc2)SC1=S,,
CHEMBL185826,CCC(c1ccccc1)C(CC)c1ccc(O)cn1,,
CHEMBL187029,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)Nc1ccccc1.O=C(O)C(F)(F)F,,
CHEMBL185338,O=C(C[C@@H](Cc1ccc(OCCN2CCOCC2)cc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1,,
CHEMBL185259,O=C(Nc1ccccc1Br)Nc1ccc(Cl)c(Cl)c1O,,
CHEMBL185260,NS(=O)(=O)c1ccccc1-c1ccc(C(=O)NC(CC(=O)Nc2ccc(Br)cn2)C(=O)NC2CCCC2)cc1,,
CHEMBL185264,Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2ccc(OCCCC(=O)NCCCC(=O)O)cc2)cc1,,
CHEMBL185185,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C1\NC(=O)NC1=O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL185190,O=C(CCNC(=O)c1ccccc1)NCC1CCN(Cc2ccc(Cl)cc2)CC1,,
CHEMBL184952,COc1ccc2c(c1)OC(c1ccccc1)CC2n1cnnc1,,
CHEMBL184789,C[C@H](Nc1cncc(NCCOc2ccc(F)cc2)c1)c1ccccc1,,
CHEMBL184793,CC(=O)c1ccc(OCC#N)cc1OC(=O)c1ccccc1,,
CHEMBL184715,CCCC(NC(=O)[C@@H]1C2CCCC2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)N[C@H](C)CC,,
CHEMBL184636,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1cc(F)c(F)cc1F,,
CHEMBL184637,O=C(Nc1ccc(O)cc1O)Nc1ccccc1Br,,
CHEMBL185831,CCN(Cc1ccccc1)c1ncc(O)cn1,,
CHEMBL184559,FC(F)(F)c1ccccc1Cc1cccc(NCc2cnc3ccccc3c2)c1,,
CHEMBL184561,CCC(C)[C@H](NC(=O)CCCCCCCCCCCNC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/C(=O)O)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,
CHEMBL185427,CN(Cc1ccccc1)Cc1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@H]2Cc3ccccc3CN2)CC1,,
CHEMBL185508,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C=O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL185351,Cc1ccccc1C[C@@H](N)CC(=O)N1CCSC1,,
CHEMBL185109,O=C(O)[C@H](CCCCCCCc1ccc2c(n1)NCCC2)NS(=O)(=O)c1ccccc1,,
CHEMBL4443282,NC(=O)c1c(NC(=O)c2ccc(C(F)(F)F)cc2)sc2c1CCN(C(=O)Nc1ccccc1Cl)C2,,
CHEMBL185035,CC(N[C@H]1CCNC1)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@H]2Cc3ccccc3CN2)CC1,,
CHEMBL184643,CC(c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)CCN)CC1)N1CCN(c2ccccc2)CC1,,
CHEMBL184644,CS(=O)(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,,
CHEMBL187193,O=C(Nc1ccccn1)c1ccccc1Nc1ccnc(C(F)(F)F)c1,,
CHEMBL185511,C[C@H](Nc1ccnc(NCCOc2ccccc2)n1)c1ccccc1,,
CHEMBL185512,C[C@H](Nc1cc(NCCc2ccc(F)cc2)ccn1)c1ccccc1,,
CHEMBL185434,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,,
CHEMBL185437,CC(Nc1ccnc(NCCc2ccc(F)cc2)n1)c1ccccc1,,
CHEMBL185116,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(/C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL185121,N#Cc1ccccc1C[C@@H](N)CC(=O)N1CCSC1,,
CHEMBL185037,O=C(O)c1nnc2c3c(-c4ccccc4)c(-c4ccccc4)nnc3nn2c1-c1ccccc1,,
CHEMBL184799,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCCC2C(=O)NCCCCC(=O)O)cc1,,
CHEMBL184806,Cn1nc(-c2ccc(Cl)cc2)s/c1=N\c1ccccc1,,
CHEMBL185283,O=C(CCNC(=O)c1ccccc1)NCC1CCCN1Cc1ccc(Cl)cc1,,
CHEMBL185125,Cc1c(NS(C)(=O)=O)cccc1N(Cc1ccccc1)Cc1ccc(Oc2cccc(OCCCC(=O)O)c2)cc1,,
CHEMBL4443206,O=C(O)c1ccccc1Nc1cccc2ccccc12,,
CHEMBL184808,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1cccnc1)Cc1ccccc1F,,
CHEMBL184811,O=C1C(c2ccc(Cl)c(Cl)c2)CC=CCN1C(CN1CCCC1)c1ccccc1,,
CHEMBL184738,N[C@@H](CC(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1OCC(=O)NC1CC1)Cc1ccccc1,,
CHEMBL185519,CNCC[C@@H](Oc1ccc2ccsc2c1)c1ccccc1,,
CHEMBL185601,N[C@@H](CC(=O)N1CCSC1)Cc1ccccc1C(F)(F)F,,
CHEMBL185371,CCCC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccc2c(C)cc(=O)oc2c1,,
CHEMBL185291,COc1cc(CN(CCc2ccccn2)C(=O)c2ccccc2Cl)ccc1OCc1ccccc1,,
CHEMBL4116021,CN(C/C=C/c1ccccc1)Cc1ccc2c(c1)CCO2,,
CHEMBL184968,CCC(=O)OC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,,
CHEMBL184969,NS(=O)(=O)c1ccccc1-c1ccc(C(=O)NCCNS(=O)(=O)c2ccc(Cl)cc2)cc1,,
CHEMBL184971,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCCC(=O)N(C)C)Cc1ccccc1-4)C(=O)NC3,,
CHEMBL184895,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,,
CHEMBL184898,COc1ccccc1N1CCN(c2ccc(N3C[C@H](CN(N)C=S)OC3=O)cc2F)CC1,,
CHEMBL186093,CCCCCCCCCCCCCCCCCCNC(=O)CN1C(=O)CSC1c1ccccc1,,
CHEMBL186171,Cc1ccnnc1N1CCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,,
CHEMBL185762,COc1ccccc1N1CCN(CCCNS(=O)(=O)c2ccc(C)cc2)CC1,,
CHEMBL185845,O=C(Oc1ccc(Cl)cc1)c1ccccc1Nc1ccnc(C(F)(F)F)c1,,
CHEMBL185688,COc1ccccc1-c1ccc(CC(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,,
CHEMBL185696,O=C(Cc1ccccc1)NC1CCN(C/C=C/c2ccccc2)CC1,,
CHEMBL185378,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCOCC2C(=O)NCCCCC(=O)O)cc1,,
CHEMBL185381,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)N1CCC[C@@H]1C(=O)NCCc1ccccc1)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL185218,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(C)=O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL186180,CCN(Cc1ccccc1)c1ccc(O)cn1,,
CHEMBL186187,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)Cc1ccccc1)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL186118,C=CC[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,,
CHEMBL186044,CN[C@H](C(=O)N[C@@H](CC(C)(C)c1ccc(OC)cc1)C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)c1ccccc1,,
CHEMBL186123,O=S(=O)(Nc1ccccc1)c1ccc(-c2ccccc2)cc1,,
CHEMBL185964,O=C1C(c2cccc(S(=O)(=O)N3CCCC3)c2)CC=CCN1C(CN1CCCC1)c1ccccc1,,
CHEMBL185972,COn1c2c(c3ccccc31)C(=O)c1ccccc1C2=O,,
CHEMBL187172,N[C@@H](Cc1ccccc1)C(=O)CCC(=O)OCc1ccccc1,,
CHEMBL187173,S=C(NCCCNCc1cc(Br)cc(Br)c1)Nc1ccccc1Cl,,
CHEMBL4443141,O=C(/C=C/c1ccc(OCCCCCCN2CCCC2)cc1)c1ccccc1O,,
CHEMBL187099,C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,,
CHEMBL187100,O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCN1CCNCC1,,
CHEMBL4443151,CN(C)C(=O)/C=C/C(=O)c1ccccc1F,,
CHEMBL188394,COC(=O)/C=C(\c1ccccc1)C(C)N(C)CC(=O)OC,,
CHEMBL186262,COc1cc2c(cc1OC)C(CC(c1ccccc1)c1ccccc1)N(C(N)=O)CC2,,
CHEMBL186265,C[C@H](N)C(=O)NC(C)(C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,,
CHEMBL186277,CC(C)[C@H](NC(=O)OCc1ccccc1F)C(=O)NC(CC(=O)O)C(=O)CF,,
CHEMBL4443203,CSCC[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(C)=O)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)O,,
CHEMBL186201,O=C(Cc1ccccc1)Nc1ncc(Br)s1,,
CHEMBL186204,Cc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1,,
CHEMBL186052,COC(=O)C(NC(=O)C(NC(=O)[C@H](CC(C)C)C[C@H](O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)OCc1ccccc1)C(C)C)C(C)C,,
CHEMBL186056,CN(C)Cc1ccccc1Cc1ccc(I)cc1N,,
CHEMBL186057,C/C(=C\[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@@H](Cc1ccccc1)C(C)(C)c1ccccc1)C(C)(C)C)C(=O)O,,
CHEMBL4116028,C=CCOc1ccc(F)cc1[C@H]1C[C@@H]1CNCc1ccccc1OC,,
CHEMBL185985,C/C(=C\[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@@H](N)C(C)(C)c1ccccc1)C(C)(C)C)C(=O)O,,
CHEMBL185988,COc1ccccc1N1CCN(Cc2ccccc2CN2C(=O)c3ccccc3C2=O)CC1,,
CHEMBL187181,COc1ccccc1N1CCN(c2nc3ncccc3cc2C#N)CC1,,
CHEMBL187184,NC(N)=NCCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)OCc1ccc(-c2ccccc2)cc1,,
CHEMBL187185,Oc1ccc2c(c1)OC(c1ccccc1)CC2n1cncn1,,
CHEMBL188485,C[C@@H](OP(=O)(O)O)[C@H](NC(=O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(N)=O,,
CHEMBL188486,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)/C=C/c1ccccc1.O=C(O)C(F)(F)F,,
CHEMBL186354,CN(C[C@H](CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1N,,
CHEMBL186449,COc1ccccc1NC(=O)C(C)SC1=CC(=O)c2ccccc2C1=O,,
CHEMBL4443292,O=C(/C=C/c1ccccc1)Nc1ccc([N+](=O)[O-])cc1,,
CHEMBL4443293,O=C(CCN1CCCCC1)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@H](NC(=O)CCN5CCCCC5)c5ccccc5)s4)cc3)cc2)s1)c1ccccc1,,
CHEMBL4443295,COc1ccccc1-c1cn(C[C@H](O)[C@H]2OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)nn1,,
CHEMBL186283,CCCCCCCCCCCCCCCCCCNCCN1CCSC1c1ccccc1,,
CHEMBL186205,NC(N)=NCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(-c2ccccc2)cc1)C(=O)OCc1ccccc1,,
CHEMBL4443316,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)n(C(C)OC(=O)OC3CCCCC3)c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,,
CHEMBL185908,CSCC[C@H](NC(=O)[C@H]1O[C@H](CNC(=O)[C@@H](N)CSSC(C)(C)C)CC[C@@H]1OCc1ccccc1)C(=O)O,,
CHEMBL188566,CCCCN(Cc1ccccc1)c1cc(C)nc2c(-c3cnc(N(C)C)cc3C)c(C)nn12,,
CHEMBL186451,CCCC(=O)N1CCc2cc(OC)c(OC)cc2C1CC(c1ccccc1)c1ccccc1,,
CHEMBL186452,COc1ccc2c(c1)C(CC(c1ccccc1)c1ccccc1)N(C(C)=O)CC2,,
CHEMBL186214,N[C@]1(C(=O)O)[C@H]2[C@@H](C[C@H]1OCc1ccccc1)[C@]2(F)C(=O)O,,
CHEMBL186215,N[C@]1(C(=O)O)[C@H]2[C@@H](C[C@H]1OCCCc1ccccc1)[C@]2(F)C(=O)O,,
CHEMBL186146,Cc1ccccc1S(=O)(=O)Nc1cc(-c2ccncc2)sc1C(=O)O,,
CHEMBL186075,O=Cc1ccccc1-c1cccc(-n2nnc(-c3ccccn3)n2)c1,,
CHEMBL186002,Cl.Cl.O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCCNCCCn1ccnc1,,
CHEMBL186005,CCCC[C@H](NC(=O)OCC1(COc2nnc(C)cc2-c2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1,,
CHEMBL186007,Oc1ccccc1Br,,
CHEMBL187362,CCN(CCc1ccccc1)Cc1c(C(F)(F)F)nc2n(-c3c(C)cc(C)cc3C)c3ccccc3n12,,
CHEMBL186541,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CC(C)C,,
CHEMBL186387,COc1ccccc1N1CCN(c2ccc3c(=O)c(C(=O)O)cn(C)c3c2)CC1,,
CHEMBL186388,COc1ccccc1-c1ccc(CNCCCNC(=O)Nc2ccc(C(F)(F)F)cc2)cc1,,
CHEMBL186300,COC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,
CHEMBL186237,COc1ccccc1C1=C(c2ccc(OCCN(C)C)cc2)c2ccccc2OCC1,,
CHEMBL186159,O=C(NC1CCN(C/C=C/c2ccccc2)CC1)c1ccccc1,,
CHEMBL186085,O=C(N[C@@H](CCCCCCCc1ccc2c(n1)NCCC2)C(=O)O)OCc1ccccc1,,
CHEMBL186088,CN(CCc1ccc([N+](=O)[O-])cc1)Cc1ccccc1O,,
CHEMBL186620,Cc1ccccc1C(=O)c1csc(NCCCNS(=O)(=O)c2cccs2)n1,,
CHEMBL186622,O=C(NCc1ccccc1)C1=C(C(=O)N2CCCC2)CCC1,,
CHEMBL186629,CC(c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)CCN)CC1)N1CCN(C)CC1,,
CHEMBL186633,COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(O)cc1,,
CHEMBL4443300,COc1cnc(-c2ccccn2)nc1NCCCc1ccccc1,,
CHEMBL186553,O[As](O)Oc1ccccc1,,
CHEMBL186301,O=C(O)c1cc2cc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)ccc2n1Cc1ccccc1,,
CHEMBL186319,CC(C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)N(C)C(=O)[C@H](C)N,,
CHEMBL186320,O=P(O)(O)CSc1ccccc1,,
CHEMBL186754,O=C(Oc1ccccc1)c1ccc(/N=C/c2ccc(/C=N/c3ccc(C(=O)Oc4ccccc4)c(O)c3)cc2)cc1O,,
CHEMBL186084,C[C@H](N)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,,
CHEMBL186167,COc1cc2c(cc1OC)C(CCc1ccccc1)N(C(=O)c1ccc(C(F)(F)F)cc1)CC2,,
CHEMBL186168,CN(c1ccccc1)c1cc[n+](Cc2cccc(C[n+]3ccc(N(C)c4ccccc4)cc3)c2)cc1.[Br-].[Br-],,
CHEMBL186704,O=C(NC1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)C(Cc2ccncc2)C[C@@H]1Cc1ccccc1,,
CHEMBL186795,CN(C)C(=O)C(CCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)(c1ccccc1)c1ccccc1,,
CHEMBL186720,CN(C)CCOc1ccccc1Cc1ccccc1,,
